word,example_jp,example_ko,source
納入,この問題を理解するには、納入という観点から考えることが重要だ。,이 문제를 이해하려면 납입이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
納得,この問題を理解するには、納得という観点から考えることが重要だ。,이 문제를 이해하려면 납득이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
紛らわしい,状況が紛らわしい場合でも、感情に流されず冷静に判断しなければならない。,상황이 헷갈리는 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
紛れる,状況によっては、早めに紛れる判断も必要になる。,상황에 따라서는 일찍 뒤섞이다 판단도 필요해진다.,generated_n1_auto_complete_20260601
紛失,この問題を理解するには、紛失という観点から考えることが重要だ。,이 문제를 이해하려면 분실이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
素早い,状況が素早い場合でも、感情に流されず冷静に判断しなければならない。,상황이 재빠른 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
素朴な,その説明は素朴なものではなく、追加の根拠を示す必要があった。,그 설명은 소박한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
紡績,この問題を理解するには、紡績という観点から考えることが重要だ。,이 문제를 이해하려면 방적이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
紫,この問題を理解するには、紫という観点から考えることが重要だ。,이 문제를 이해하려면 보라색이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
細心,この問題を理解するには、細心という観点から考えることが重要だ。,이 문제를 이해하려면 세심이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
細胞,この問題を理解するには、細胞という観点から考えることが重要だ。,이 문제를 이해하려면 세포이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
細菌,この問題を理解するには、細菌という観点から考えることが重要だ。,이 문제를 이해하려면 세균이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
紳士,この問題を理解するには、紳士という観点から考えることが重要だ。,이 문제를 이해하려면 신사이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
終了,この問題を理解するには、終了という観点から考えることが重要だ。,이 문제를 이해하려면 종료이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
終始,この問題を理解するには、終始という観点から考えることが重要だ。,이 문제를 이해하려면 시종이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
組み合わせる,状況によっては、早めに組み合わせる判断も必要になる。,상황에 따라서는 일찍 조합하다 맞추다 판단도 필요해진다.,generated_n1_auto_complete_20260601
組み込む,状況によっては、早めに組み込む判断も必要になる。,상황에 따라서는 일찍 짜 넣다 포함시키다 판단도 필요해진다.,generated_n1_auto_complete_20260601
経営権,この問題を理解するには、経営権という観点から考えることが重要だ。,이 문제를 이해하려면 경영권이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
経歴,この問題を理解するには、経歴という観点から考えることが重要だ。,이 문제를 이해하려면 경력이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
経済上,この問題を理解するには、経済上という観点から考えることが重要だ。,이 문제를 이해하려면 경제상이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
経済性,この問題を理解するには、経済性という観点から考えることが重要だ。,이 문제를 이해하려면 경제성이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
経緯,この問題を理解するには、経緯という観点から考えることが重要だ。,이 문제를 이해하려면 경위이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
経費,この問題を理解するには、経費という観点から考えることが重要だ。,이 문제를 이해하려면 경비이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
経路,この問題を理解するには、経路という観点から考えることが重要だ。,이 문제를 이해하려면 경로이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
経過,この問題を理解するには、経過という観点から考えることが重要だ。,이 문제를 이해하려면 경과이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
結合,この問題を理解するには、結合という観点から考えることが重要だ。,이 문제를 이해하려면 결합이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
結成,この問題を理解するには、結成という観点から考えることが重要だ。,이 문제를 이해하려면 결성이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
結晶,この問題を理解するには、結晶という観点から考えることが重要だ。,이 문제를 이해하려면 결정이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
結束,この問題を理解するには、結束という観点から考えることが重要だ。,이 문제를 이해하려면 결속이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
結核,この問題を理解するには、結核という観点から考えることが重要だ。,이 문제를 이해하려면 결핵이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
絡む,状況によっては、早めに絡む判断も必要になる。,상황에 따라서는 일찍 얽히다 판단도 필요해진다.,generated_n1_auto_complete_20260601
給食,この問題を理解するには、給食という観点から考えることが重要だ。,이 문제를 이해하려면 급식이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
統制,この問題を理解するには、統制という観点から考えることが重要だ。,이 문제를 이해하려면 통제이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
統治,この問題を理解するには、統治という観点から考えることが重要だ。,이 문제를 이해하려면 통치이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
統率,この問題を理解するには、統率という観点から考えることが重要だ。,이 문제를 이해하려면 통솔이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
絶える,状況によっては、早めに絶える判断も必要になる。,상황에 따라서는 일찍 끊기다 판단도 필요해진다.,generated_n1_auto_complete_20260601
絶大な,その説明は絶大なものではなく、追加の根拠を示す必要があった。,그 설명은 절대한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
絶好調,この問題を理解するには、絶好調という観点から考えることが重要だ。,이 문제를 이해하려면 최고조 절호조이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
絶望,この問題を理解するには、絶望という観点から考えることが重要だ。,이 문제를 이해하려면 절망이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
絶版,この問題を理解するには、絶版という観点から考えることが重要だ。,이 문제를 이해하려면 절판이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
維持,この問題を理解するには、維持という観点から考えることが重要だ。,이 문제를 이해하려면 유지이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
網羅,この問題を理解するには、網羅という観点から考えることが重要だ。,이 문제를 이해하려면 망라이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
綿密な,その説明は綿密なものではなく、追加の根拠を示す必要があった。,그 설명은 면밀한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
緊密,この問題を理解するには、緊密という観点から考えることが重要だ。,이 문제를 이해하려면 긴밀이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
緊迫,この問題を理解するには、緊迫という観点から考えることが重要だ。,이 문제를 이해하려면 긴박이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
総会,この問題を理解するには、総会という観点から考えることが重要だ。,이 문제를 이해하려면 총회이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
総合,この問題を理解するには、総合という観点から考えることが重要だ。,이 문제를 이해하려면 종합이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
締める,状況によっては、早めに締める判断も必要になる。,상황에 따라서는 일찍 조이다 판단도 필요해진다.,generated_n1_auto_complete_20260601
緩やかな,その説明は緩やかなものではなく、追加の根拠を示す必要があった。,그 설명은 완만한 느슨한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
緩和,この問題を理解するには、緩和という観点から考えることが重要だ。,이 문제를 이해하려면 완화이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
練る,状況によっては、早めに練る判断も必要になる。,상황에 따라서는 일찍 다듬다 판단도 필요해진다.,generated_n1_auto_complete_20260601
縁談,この問題を理解するには、縁談という観点から考えることが重要だ。,이 문제를 이해하려면 혼담이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
繁殖,この問題を理解するには、繁殖という観点から考えることが重要だ。,이 문제를 이해하려면 번식이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
繁盛,この問題を理解するには、繁盛という観点から考えることが重要だ。,이 문제를 이해하려면 번성이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
繕う,状況によっては、早めに繕う判断も必要になる。,상황에 따라서는 일찍 수선하다 판단도 필요해진다.,generated_n1_auto_complete_20260601
美容室,この問題を理解するには、美容室という観点から考えることが重要だ。,이 문제를 이해하려면 미용실이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
美術,この問題を理解するには、美術という観点から考えることが重要だ。,이 문제를 이해하려면 미술이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
群衆,この問題を理解するには、群衆という観点から考えることが重要だ。,이 문제를 이해하려면 군중이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
群集,この問題を理解するには、群集という観点から考えることが重要だ。,이 문제를 이해하려면 군집이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
義理,この問題を理解するには、義理という観点から考えることが重要だ。,이 문제를 이해하려면 의리이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
習得,この問題を理解するには、習得という観点から考えることが重要だ。,이 문제를 이해하려면 습득이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
翼,この問題を理解するには、翼という観点から考えることが重要だ。,이 문제를 이해하려면 날개이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
老いる,状況によっては、早めに老いる判断も必要になる。,상황에 따라서는 일찍 늙다 판단도 필요해진다.,generated_n1_auto_complete_20260601
考古学,この問題を理解するには、考古学という観点から考えることが重要だ。,이 문제를 이해하려면 고고학이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
考慮,この問題を理解するには、考慮という観点から考えることが重要だ。,이 문제를 이해하려면 고려이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
耐える,状況によっては、早めに耐える判断も必要になる。,상황에 따라서는 일찍 견디다 판단도 필요해진다.,generated_n1_auto_complete_20260601
耕作,この問題を理解するには、耕作という観点から考えることが重要だ。,이 문제를 이해하려면 경작이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
耳鼻科,この問題を理解するには、耳鼻科という観点から考えることが重要だ。,이 문제를 이해하려면 이비인후과이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
聖書,この問題を理解するには、聖書という観点から考えることが重要だ。,이 문제를 이해하려면 성서이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
聴覚,この問題を理解するには、聴覚という観点から考えることが重要だ。,이 문제를 이해하려면 청각이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
聴診器,この問題を理解するには、聴診器という観点から考えることが重要だ。,이 문제를 이해하려면 청진기이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
聴講,この問題を理解するには、聴講という観点から考えることが重要だ。,이 문제를 이해하려면 청강이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
職務,この問題を理解するには、職務という観点から考えることが重要だ。,이 문제를 이해하려면 직무이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
職員,この問題を理解するには、職員という観点から考えることが重要だ。,이 문제를 이해하려면 직원이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
肉体,この問題を理解するには、肉体という観点から考えることが重要だ。,이 문제를 이해하려면 육체이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
肉親,この問題を理解するには、肉親という観点から考えることが重要だ。,이 문제를 이해하려면 육친이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
肝心な,その説明は肝心なものではなく、追加の根拠を示す必要があった。,그 설명은 중요한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
育成,この問題を理解するには、育成という観点から考えることが重要だ。,이 문제를 이해하려면 육성이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
背く,状況によっては、早めに背く判断も必要になる。,상황에 따라서는 일찍 거스르다 판단도 필요해진다.,generated_n1_auto_complete_20260601
脅迫,この問題を理解するには、脅迫という観点から考えることが重要だ。,이 문제를 이해하려면 협박이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
脚本,この問題を理解するには、脚本という観点から考えることが重要だ。,이 문제를 이해하려면 각본이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
脚色,この問題を理解するには、脚色という観点から考えることが重要だ。,이 문제를 이해하려면 각색이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
脱出,この問題を理解するには、脱出という観点から考えることが重要だ。,이 문제를 이해하려면 탈출이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
脱退,この問題を理解するには、脱退という観点から考えることが重要だ。,이 문제를 이해하려면 탈퇴이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
腐敗,この問題を理解するには、腐敗という観点から考えることが重要だ。,이 문제를 이해하려면 부패이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
腕前,この問題を理解するには、腕前という観点から考えることが重要だ。,이 문제를 이해하려면 솜씨이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
膨れる,状況によっては、早めに膨れる判断も必要になる。,상황에 따라서는 일찍 부풀다 판단도 필요해진다.,generated_n1_auto_complete_20260601
膨大,この問題を理解するには、膨大という観点から考えることが重要だ。,이 문제를 이해하려면 방대이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
膨大な,その説明は膨大なものではなく、追加の根拠を示す必要があった。,그 설명은 방대한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
膨張,この問題を理解するには、膨張という観点から考えることが重要だ。,이 문제를 이해하려면 팽창이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
臆病な,その説明は臆病なものではなく、追加の根拠を示す必要があった。,그 설명은 겁이 많은 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
自ら,この問題を理解するには、自らという観点から考えることが重要だ。,이 문제를 이해하려면 스스로이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
自主,この問題を理解するには、自主という観点から考えることが重要だ。,이 문제를 이해하려면 자주이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
自動詞,この問題を理解するには、自動詞という観点から考えることが重要だ。,이 문제를 이해하려면 자동사이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
自尊心,この問題を理解するには、自尊心という観点から考えることが重要だ。,이 문제를 이해하려면 자존심이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
自己,この問題を理解するには、自己という観点から考えることが重要だ。,이 문제를 이해하려면 자기 자신이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
自己流,この問題を理解するには、自己流という観点から考えることが重要だ。,이 문제를 이해하려면 자기 방식이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
自我,この問題を理解するには、自我という観点から考えることが重要だ。,이 문제를 이해하려면 자아이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
自然浄化,この問題を理解するには、自然浄化という観点から考えることが重要だ。,이 문제를 이해하려면 자연 정화이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
自立,この問題を理解するには、自立という観点から考えることが重要だ。,이 문제를 이해하려면 자립이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
自粛,この問題を理解するには、自粛という観点から考えることが重要だ。,이 문제를 이해하려면 자숙이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
自転,この問題を理解するには、自転という観点から考えることが重要だ。,이 문제를 이해하려면 자전이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
興業,この問題を理解するには、興業という観点から考えることが重要だ。,이 문제를 이해하려면 흥행업이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
舗装,この問題を理解するには、舗装という観点から考えることが重要だ。,이 문제를 이해하려면 포장이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
船舶,この問題を理解するには、船舶という観点から考えることが重要だ。,이 문제를 이해하려면 선박이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
良い・よし,この問題を理解するには、良い・よしという観点から考えることが重要だ。,이 문제를 이해하려면 좋다이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
良好な,その説明は良好なものではなく、追加の根拠を示す必要があった。,그 설명은 양호한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
良心,この問題を理解するには、良心という観点から考えることが重要だ。,이 문제를 이해하려면 양심이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
良質な,その説明は良質なものではなく、追加の根拠を示す必要があった。,그 설명은 양질의 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
色彩,この問題を理解するには、色彩という観点から考えることが重要だ。,이 문제를 이해하려면 색채이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
芝居,この問題を理解するには、芝居という観点から考えることが重要だ。,이 문제를 이해하려면 연극이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
花粉,この問題を理解するには、花粉という観点から考えることが重要だ。,이 문제를 이해하려면 꽃가루이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
芽,この問題を理解するには、芽という観点から考えることが重要だ。,이 문제를 이해하려면 싹이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
苗,この問題を理解するには、苗という観点から考えることが重要だ。,이 문제를 이해하려면 모종이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
若干,この問題を理解するには、若干という観点から考えることが重要だ。,이 문제를 이해하려면 약간이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
英雄,この問題を理解するには、英雄という観点から考えることが重要だ。,이 문제를 이해하려면 영웅이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
草花,この問題を理解するには、草花という観点から考えることが重要だ。,이 문제를 이해하려면 풀꽃이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
荒っぽい,状況が荒っぽい場合でも、感情に流されず冷静に判断しなければならない。,상황이 거칠다 난폭하다 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
荒廃,この問題を理解するには、荒廃という観点から考えることが重要だ。,이 문제를 이해하려면 황폐이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
華々しい,状況が華々しい場合でも、感情に流されず冷静に判断しなければならない。,상황이 화려한 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
華やかな,その説明は華やかなものではなく、追加の根拠を示す必要があった。,그 설명은 화려한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
華奢な,その説明は華奢なものではなく、追加の根拠を示す必要があった。,그 설명은 화사하고 가냘픈 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
落ち合う,状況によっては、早めに落ち合う判断も必要になる。,상황에 따라서는 일찍 만나다 합류하다 판단도 필요해진다.,generated_n1_auto_complete_20260601
落ち込む,状況によっては、早めに落ち込む判断も必要になる。,상황에 따라서는 일찍 풀이 죽다 빠지다 판단도 필요해진다.,generated_n1_auto_complete_20260601
落下,この問題を理解するには、落下という観点から考えることが重要だ。,이 문제를 이해하려면 낙하이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
著しい,状況が著しい場合でも、感情に流されず冷静に判断しなければならない。,상황이 현저하다 두드러지다 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
著作権,この問題を理解するには、著作権という観点から考えることが重要だ。,이 문제를 이해하려면 저작권이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
著名な,その説明は著名なものではなく、追加の根拠を示す必要があった。,그 설명은 저명한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
著書,この問題を理解するには、著書という観点から考えることが重要だ。,이 문제를 이해하려면 저서이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
葛藤,この問題を理解するには、葛藤という観点から考えることが重要だ。,이 문제를 이해하려면 갈등이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
蓄積,この問題を理解するには、蓄積という観点から考えることが重要だ。,이 문제를 이해하려면 축적이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
薄弱な,その説明は薄弱なものではなく、追加の根拠を示す必要があった。,그 설명은 박약한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
薬剤師,この問題を理解するには、薬剤師という観点から考えることが重要だ。,이 문제를 이해하려면 약사이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
虚ろな,その説明は虚ろなものではなく、追加の根拠を示す必要があった。,그 설명은 공허한 멍한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
蛋白質,この問題を理解するには、蛋白質という観点から考えることが重要だ。,이 문제를 이해하려면 단백질이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
融資,この問題を理解するには、融資という観点から考えることが重要だ。,이 문제를 이해하려면 융자이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
融通,この問題を理解するには、融通という観点から考えることが重要だ。,이 문제를 이해하려면 융통이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
衆議院,この問題を理解するには、衆議院という観点から考えることが重要だ。,이 문제를 이해하려면 중의원이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
行きそびれる,状況によっては、早めに行きそびれる判断も必要になる。,상황에 따라서는 일찍 갈 기회를 놓치다 판단도 필요해진다.,generated_n1_auto_complete_20260601
行動派,この問題を理解するには、行動派という観点から考えることが重要だ。,이 문제를 이해하려면 행동파이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
行政,この問題を理解するには、行政という観点から考えることが重要だ。,이 문제를 이해하려면 행정이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
行進,この問題を理解するには、行進という観点から考えることが重要だ。,이 문제를 이해하려면 행진이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
街道,この問題を理解するには、街道という観点から考えることが重要だ。,이 문제를 이해하려면 가도이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
衛生,この問題を理解するには、衛生という観点から考えることが重要だ。,이 문제를 이해하려면 위생이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
衝撃,この問題を理解するには、衝撃という観点から考えることが重要だ。,이 문제를 이해하려면 충격이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
衣料,この問題を理解するには、衣料という観点から考えることが重要だ。,이 문제를 이해하려면 의류이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
衣類,この問題を理解するには、衣類という観点から考えることが重要だ。,이 문제를 이해하려면 의류이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
表向き,この問題を理解するには、表向きという観点から考えることが重要だ。,이 문제를 이해하려면 표면상이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
衰える,状況によっては、早めに衰える判断も必要になる。,상황에 따라서는 일찍 쇠약해지다 판단도 필요해진다.,generated_n1_auto_complete_20260601
衰退,この問題を理解するには、衰退という観点から考えることが重要だ。,이 문제를 이해하려면 쇠퇴이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
装備,この問題を理解するには、装備という観点から考えることが重要だ。,이 문제를 이해하려면 장비이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
装飾,この問題を理解するには、装飾という観点から考えることが重要だ。,이 문제를 이해하려면 장식이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
裏腹,この問題を理解するには、裏腹という観点から考えることが重要だ。,이 문제를 이해하려면 정반대이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
補償,この問題を理解するには、補償という観点から考えることが重要だ。,이 문제를 이해하려면 보상이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
補充,この問題を理解するには、補充という観点から考えることが重要だ。,이 문제를 이해하려면 보충이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
補助,この問題を理解するには、補助という観点から考えることが重要だ。,이 문제를 이해하려면 보조이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
補強,この問題を理解するには、補強という観点から考えることが重要だ。,이 문제를 이해하려면 보강이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
補給,この問題を理解するには、補給という観点から考えることが重要だ。,이 문제를 이해하려면 보급이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
補足,この問題を理解するには、補足という観点から考えることが重要だ。,이 문제를 이해하려면 보충이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
裸,この問題を理解するには、裸という観点から考えることが重要だ。,이 문제를 이해하려면 알몸이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
製法,この問題を理解するには、製法という観点から考えることが重要だ。,이 문제를 이해하려면 제법이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
製鉄,この問題を理解するには、製鉄という観点から考えることが重要だ。,이 문제를 이해하려면 제철이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
複合,この問題を理解するには、複合という観点から考えることが重要だ。,이 문제를 이해하려면 복합이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
褒美,この問題を理解するには、褒美という観点から考えることが重要だ。,이 문제를 이해하려면 상이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
襲う,状況によっては、早めに襲う判断も必要になる。,상황에 따라서는 일찍 습격하다 판단도 필요해진다.,generated_n1_auto_complete_20260601
襲撃,この問題を理解するには、襲撃という観点から考えることが重要だ。,이 문제를 이해하려면 습격이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
要因,この問題を理解するには、要因という観点から考えることが重要だ。,이 문제를 이해하려면 요인이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
要旨,この問題を理解するには、要旨という観点から考えることが重要だ。,이 문제를 이해하려면 요지이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
